1,New South Wales
2,New South Wales
3,New South Wales
4,New South Wales
5,New South Wales
6,New South Wales
7,New South Wales
8,New South Wales
9,New South Wales
10,New South Wales
11,New South Wales
12,New South Wales
13,New South Wales
14,New South Wales
15,New South Wales
16,New South Wales
17,New South Wales
18,New South Wales
19,New South Wales
20,Queensland
21,Queensland
22,Queensland
23,Queensland
24,Queensland
25,Queensland
26,Queensland
27,Queensland
28,South Australia
29,South Australia
30,South Australia
31,Tasmania
32,Victoria
33,Victoria
34,Victoria
35,Victoria
36,Victoria
37,Victoria
38,Victoria
39,Victoria
40,Victoria
41,Alberta
42,Alberta
43,British Columbia
44,British Columbia
45,British Columbia
46,British Columbia
47,British Columbia
48,British Columbia
49,British Columbia
50,British Columbia
51,British Columbia
52,British Columbia
53,British Columbia
54,British Columbia
55,British Columbia
56,British Columbia
57,British Columbia
58,British Columbia
59,British Columbia
60,British Columbia
61,British Columbia
62,British Columbia
63,British Columbia
64,British Columbia
65,British Columbia
66,British Columbia
67,British Columbia
68,British Columbia
69,British Columbia
70,British Columbia
71,British Columbia
72,Manitoba
73,Brunswick
74,Ontario
75,Ontario
76,Ontario
77,Ontario
78,Ontario
79,Ontario
80,Ontario
81,Ontario
82,Ontario
83,Ontario
84,Ontario
85,Ontario
86,Ontario
87,Ontario
88,Ontario
89,Ontario
90,Ontario
91,Ontario
92,Ontario
93,Ontario
94,Ontario
95,Ontario
96,Ontario
97,Ontario
98,Ontario
99,Ontario
100,Quebec
101,Quebec
102,Quebec
103,Quebec
104,Quebec
105,Quebec
106,Quebec
107,Quebec
108,Quebec
109,Quebec
110,Quebec
111,Quebec
112,Quebec
113,Quebec
114,Brandenburg
115,Brandenburg
116,Bayern
117,Bayern
118,Bayern
119,Bayern
120,Bayern
121,Bayern
122,Hessen
123,Hessen
124,Hessen
125,Hessen
126,Hessen
127,Hessen
128,Hessen
129,Hessen
130,Hessen
131,Hessen
132,Hessen
133,Hessen
134,Hessen
135,Hessen
136,Hamburg
137,Hamburg
138,Hamburg
139,Hamburg
140,Hamburg
141,Hamburg
142,Hamburg
143,Hamburg
144,Hamburg
145,Hamburg
146,Hamburg
147,Hamburg
148,Hamburg
149,Hamburg
150,Hamburg
151,Hamburg
152,Nordrhein-Westfalen
153,Nordrhein-Westfalen
154,Nordrhein-Westfalen
155,Nordrhein-Westfalen
156,Nordrhein-Westfalen
157,Nordrhein-Westfalen
158,Nordrhein-Westfalen
159,Nordrhein-Westfalen
160,Nordrhein-Westfalen
161,Nordrhein-Westfalen
162,Nordrhein-Westfalen
163,Saarland
164,Saarland
165,Saarland
166,Saarland
167,Saarland
168,Saarland
169,Saarland
170,Saarland
171,Saarland
172,Saarland
173,Saarland
174,Saarland
175,Saarland
176,Saarland
177,Saarland
178,Saarland
179,Charente-Maritime
180,Garonne (Haute)
181,Gers
182,Loir et Cher
183,Loiret
184,Moselle
185,Nord
186,Nord
187,Nord
188,Nord
189,Nord
190,Nord
191,Pas de Calais
192,Seine (Paris)
193,Seine (Paris)
194,Seine (Paris)
195,Seine (Paris)
196,Seine (Paris)
197,Seine (Paris)
198,Seine (Paris)
199,Seine (Paris)
200,Seine (Paris)
201,Seine (Paris)
202,Seine (Paris)
203,Seine (Paris)
204,Seine (Paris)
205,Seine et Marne
206,Seine et Marne
207,Yveline
208,Yveline
209,Yveline
210,Somme
211,Essonne
212,Essonne
213,Essonne
214,Hauts de Seine
215,Hauts de Seine
216,Hauts de Seine
217,Hauts de Seine
218,Hauts de Seine
219,Hauts de Seine
220,Seine Saint Denis
221,Seine Saint Denis
